Country or Area,Year,Unit,Quantity
Liechtenstein,1999,"Kilowatt-hours, million",0.074
Liechtenstein,1998,"Kilowatt-hours, million",0.071
Liechtenstein,1997,"Kilowatt-hours, million",0.063
Liechtenstein,1996,"Kilowatt-hours, million",0.04
Liechtenstein,1995,"Kilowatt-hours, million",0.032
Liechtenstein,1994,"Kilowatt-hours, million",0.018
Liechtenstein,1993,"Kilowatt-hours, million",0.008
Lithuania,2019,"Kilowatt-hours, million",91.1
Lithuania,2018,"Kilowatt-hours, million",86.6
Lithuania,2017,"Kilowatt-hours, million",68
Lithuania,2016,"Kilowatt-hours, million",66
Lithuania,2015,"Kilowatt-hours, million",73
Lithuania,2014,"Kilowatt-hours, million",73
Lithuania,2013,"Kilowatt-hours, million",45
Lithuania,2012,"Kilowatt-hours, million",2
Luxembourg,2019,"Kilowatt-hours, million",130.385
Luxembourg,2018,"Kilowatt-hours, million",119.725
Luxembourg,2017,"Kilowatt-hours, million",108.463
Luxembourg,2016,"Kilowatt-hours, million",100
Luxembourg,2015,"Kilowatt-hours, million",104
Luxembourg,2014,"Kilowatt-hours, million",95
Luxembourg,2013,"Kilowatt-hours, million",74
Luxembourg,2012,"Kilowatt-hours, million",38
Luxembourg,2011,"Kilowatt-hours, million",26
Luxembourg,2010,"Kilowatt-hours, million",21
Luxembourg,2009,"Kilowatt-hours, million",20
Luxembourg,2008,"Kilowatt-hours, million",20
Luxembourg,2007,"Kilowatt-hours, million",21
Luxembourg,2006,"Kilowatt-hours, million",21
Luxembourg,2005,"Kilowatt-hours, million",18
Luxembourg,2004,"Kilowatt-hours, million",9
Luxembourg,2003,"Kilowatt-hours, million",1
Madagascar,2020,"Kilowatt-hours, million",32
Madagascar,2019,"Kilowatt-hours, million",32
Madagascar,2018,"Kilowatt-hours, million",22.6
Madagascar,2017,"Kilowatt-hours, million",22.555
Madagascar,2016,"Kilowatt-hours, million",19.085
Madagascar,2015,"Kilowatt-hours, million",15.615
Madagascar,2014,"Kilowatt-hours, million",12.145
Madagascar,2013,"Kilowatt-hours, million",8.675
Madagascar,2012,"Kilowatt-hours, million",4.511
Madagascar,2011,"Kilowatt-hours, million",3.47
Madagascar,2010,"Kilowatt-hours, million",2.602
Madagascar,2009,"Kilowatt-hours, million",1.909
Madagascar,2008,"Kilowatt-hours, million",1.388
Madagascar,2007,"Kilowatt-hours, million",0.694
Madagascar,2006,"Kilowatt-hours, million",0.52
Madagascar,2005,"Kilowatt-hours, million",0.174
Madagascar,2004,"Kilowatt-hours, million",0.174
Malawi,2020,"Kilowatt-hours, million",47
Malawi,2019,"Kilowatt-hours, million",47
Malawi,2018,"Kilowatt-hours, million",47
Malawi,2017,"Kilowatt-hours, million",39
Malawi,2016,"Kilowatt-hours, million",25
Malawi,2015,"Kilowatt-hours, million",25
Malawi,2014,"Kilowatt-hours, million",16
Malawi,2013,"Kilowatt-hours, million",11
Malawi,2012,"Kilowatt-hours, million",6
Malawi,2011,"Kilowatt-hours, million",4
Malawi,2010,"Kilowatt-hours, million",1
Malaysia,2019,"Kilowatt-hours, million",943.489
Malaysia,2018,"Kilowatt-hours, million",632
Malaysia,2017,"Kilowatt-hours, million",330.12
Malaysia,2016,"Kilowatt-hours, million",310
Malaysia,2015,"Kilowatt-hours, million",273
Malaysia,2014,"Kilowatt-hours, million",227
Malaysia,2013,"Kilowatt-hours, million",141
Malaysia,2012,"Kilowatt-hours, million",47.743
Malaysia,2011,"Kilowatt-hours, million",0.681
Malaysia,2010,"Kilowatt-hours, million",0.681
Maldives,2019,"Kilowatt-hours, million",21
Maldives,2018,"Kilowatt-hours, million",14
Maldives,2017,"Kilowatt-hours, million",14
Maldives,2016,"Kilowatt-hours, million",10
Maldives,2015,"Kilowatt-hours, million",6
Maldives,2014,"Kilowatt-hours, million",6
Maldives,2013,"Kilowatt-hours, million",3
Maldives,2012,"Kilowatt-hours, million",1.8
Maldives,2011,"Kilowatt-hours, million",0.92
Maldives,2010,"Kilowatt-hours, million",0.81
Mali,2019,"Kilowatt-hours, million",3.5
Mali,2018,"Kilowatt-hours, million",2.9
Mali,2017,"Kilowatt-hours, million",2.84
Mali,2016,"Kilowatt-hours, million",1.9
Mali,2015,"Kilowatt-hours, million",1.5
Malta,2019,"Kilowatt-hours, million",211.6
Malta,2018,"Kilowatt-hours, million",188.818
Malta,2017,"Kilowatt-hours, million",162.261
Malta,2016,"Kilowatt-hours, million",128
Malta,2015,"Kilowatt-hours, million",95
Malta,2014,"Kilowatt-hours, million",68
Malta,2013,"Kilowatt-hours, million",29
Malta,2012,"Kilowatt-hours, million",17
Malta,2011,"Kilowatt-hours, million",5
Malta,2010,"Kilowatt-hours, million",1
Marshall Islands,2019,"Kilowatt-hours, million",2
Marshall Islands,2018,"Kilowatt-hours, million",2
Marshall Islands,2017,"Kilowatt-hours, million",2
Marshall Islands,2016,"Kilowatt-hours, million",2
Marshall Islands,2015,"Kilowatt-hours, million",1
Marshall Islands,2014,"Kilowatt-hours, million",1
Marshall Islands,2013,"Kilowatt-hours, million",0.23
Marshall Islands,2012,"Kilowatt-hours, million",0.2
Martinique,2016,"Kilowatt-hours, million",82
Martinique,2015,"Kilowatt-hours, million",81
Martinique,2014,"Kilowatt-hours, million",84
Martinique,2013,"Kilowatt-hours, million",75
Martinique,2012,"Kilowatt-hours, million",79.6
Martinique,2011,"Kilowatt-hours, million",38.4
Martinique,2010,"Kilowatt-hours, million",19
Martinique,2009,"Kilowatt-hours, million",11.5
Martinique,2008,"Kilowatt-hours, million",5.3
Martinique,2007,"Kilowatt-hours, million",3
Martinique,2006,"Kilowatt-hours, million",3
Martinique,2005,"Kilowatt-hours, million",3.3
Martinique,2004,"Kilowatt-hours, million",3
Martinique,2003,"Kilowatt-hours, million",2.7
Martinique,2002,"Kilowatt-hours, million",2.4
Martinique,2001,"Kilowatt-hours, million",2.2
Martinique,2000,"Kilowatt-hours, million",1.9
Martinique,1999,"Kilowatt-hours, million",1.8
Martinique,1998,"Kilowatt-hours, million",1.6
Martinique,1997,"Kilowatt-hours, million",0.8
Martinique,2010,"Kilowatt-hours, million",19
Martinique,2009,"Kilowatt-hours, million",11.5
Martinique,2008,"Kilowatt-hours, million",5.3
Martinique,2007,"Kilowatt-hours, million",3
Martinique,2006,"Kilowatt-hours, million",3
Martinique,2005,"Kilowatt-hours, million",3.3
Martinique,2004,"Kilowatt-hours, million",3
Martinique,2003,"Kilowatt-hours, million",2.7
Martinique,2002,"Kilowatt-hours, million",2.4
Martinique,2001,"Kilowatt-hours, million",2.2
Martinique,2000,"Kilowatt-hours, million",1.9
Martinique,1999,"Kilowatt-hours, million",1.8
Martinique,1998,"Kilowatt-hours, million",1.6
Martinique,1997,"Kilowatt-hours, million",0.8
Mauritania,2019,"Kilowatt-hours, million",144
Mauritania,2018,"Kilowatt-hours, million",144
Mauritania,2017,"Kilowatt-hours, million",57
Mauritania,2016,"Kilowatt-hours, million",57
Mauritania,2015,"Kilowatt-hours, million",30
Mauritania,2014,"Kilowatt-hours, million",30
Mauritania,2013,"Kilowatt-hours, million",26
Mauritius,2019,"Kilowatt-hours, million",128.4
Mauritius,2018,"Kilowatt-hours, million",49.3
Mauritius,2017,"Kilowatt-hours, million",39.2
Mauritius,2016,"Kilowatt-hours, million",30.3
Mauritius,2015,"Kilowatt-hours, million",25.9
Mauritius,2014,"Kilowatt-hours, million",24.6
Mauritius,2013,"Kilowatt-hours, million",2.7
Mauritius,2012,"Kilowatt-hours, million",0.9
Mayotte,2016,"Kilowatt-hours, million",16.5
Mayotte,2015,"Kilowatt-hours, million",16.8
Mayotte,2014,"Kilowatt-hours, million",16.6
Mayotte,2013,"Kilowatt-hours, million",16.8
Mayotte,2012,"Kilowatt-hours, million",15.4
Mayotte,2011,"Kilowatt-hours, million",13.9
Mayotte,2010,"Kilowatt-hours, million",6.1
Mayotte,2009,"Kilowatt-hours, million",1.3
Mayotte,2008,"Kilowatt-hours, million",0.23
Mayotte,2010,"Kilowatt-hours, million",6.1
Mayotte,2009,"Kilowatt-hours, million",1.3
Mayotte,2008,"Kilowatt-hours, million",0.23
Mexico,2019,"Kilowatt-hours, million",7057
Mexico,2018,"Kilowatt-hours, million",1363
Mexico,2017,"Kilowatt-hours, million",1085
Mexico,2016,"Kilowatt-hours, million",464
Mexico,2015,"Kilowatt-hours, million",239
Mexico,2014,"Kilowatt-hours, million",221
Mexico,2013,"Kilowatt-hours, million",106
Mexico,2012,"Kilowatt-hours, million",69
Mexico,2011,"Kilowatt-hours, million",41
Mexico,2010,"Kilowatt-hours, million",31
Mexico,2009,"Kilowatt-hours, million",27
Mexico,2008,"Kilowatt-hours, million",19
Mexico,2007,"Kilowatt-hours, million",9
Mexico,2006,"Kilowatt-hours, million",10
Mexico,2005,"Kilowatt-hours, million",9
Mexico,2004,"Kilowatt-hours, million",9
Mexico,2003,"Kilowatt-hours, million",8
Mexico,2002,"Kilowatt-hours, million",8
Mexico,2001,"Kilowatt-hours, million",8
Mexico,2000,"Kilowatt-hours, million",7
Mexico,1999,"Kilowatt-hours, million",7
Mexico,1998,"Kilowatt-hours, million",7
Mexico,1997,"Kilowatt-hours, million",6
Mexico,1996,"Kilowatt-hours, million",6
Mexico,1995,"Kilowatt-hours, million",5
Mexico,1994,"Kilowatt-hours, million",5
Mexico,1993,"Kilowatt-hours, million",4
Mexico,1992,"Kilowatt-hours, million",3
Mexico,1991,"Kilowatt-hours, million",2
Mexico,1990,"Kilowatt-hours, million",1
Micronesia,2020,"Kilowatt-hours, million",3
Micronesia,2019,"Kilowatt-hours, million",3
Micronesia,2018,"Kilowatt-hours, million",2.7
Micronesia,2017,"Kilowatt-hours, million",1.8
Micronesia,2016,"Kilowatt-hours, million",1.8
Micronesia,2015,"Kilowatt-hours, million",1
Micronesia,2014,"Kilowatt-hours, million",1
Micronesia,2013,"Kilowatt-hours, million",1
Micronesia,2012,"Kilowatt-hours, million",0.8
Micronesia,2011,"Kilowatt-hours, million",0.8
Micronesia,2010,"Kilowatt-hours, million",0.8
Micronesia,2009,"Kilowatt-hours, million",0.8
Micronesia,2008,"Kilowatt-hours, million",0.3
Micronesia,2007,"Kilowatt-hours, million",0.3
Micronesia,2006,"Kilowatt-hours, million",0.1
Micronesia,2005,"Kilowatt-hours, million",0.1
Micronesia,2004,"Kilowatt-hours, million",0.1
Micronesia,2003,"Kilowatt-hours, million",0.1
Micronesia,2002,"Kilowatt-hours, million",0.1
Micronesia,2001,"Kilowatt-hours, million",0.1
Micronesia,2000,"Kilowatt-hours, million",0.1
Micronesia,1999,"Kilowatt-hours, million",0.2
Micronesia,1998,"Kilowatt-hours, million",0.2
Mongolia,2020,"Kilowatt-hours, million",59
Mongolia,2019,"Kilowatt-hours, million",59
Mongolia,2018,"Kilowatt-hours, million",59
Mongolia,2017,"Kilowatt-hours, million",27
Mongolia,2016,"Kilowatt-hours, million",8
Mongolia,2015,"Kilowatt-hours, million",8
Mongolia,2014,"Kilowatt-hours, million",8
Mongolia,2013,"Kilowatt-hours, million",8
Mongolia,2012,"Kilowatt-hours, million",8
Mongolia,2011,"Kilowatt-hours, million",8
Mongolia,2010,"Kilowatt-hours, million",8
Montenegro,2020,"Kilowatt-hours, million",2.3
Montenegro,2019,"Kilowatt-hours, million",2.3
Montenegro,2018,"Kilowatt-hours, million",2.3
Montserrat,2020,"Kilowatt-hours, million",0.46
Montserrat,2019,"Kilowatt-hours, million",0.31
Morocco,2019,"Kilowatt-hours, million",1581.495
Morocco,2018,"Kilowatt-hours, million",950.155
Morocco,2017,"Kilowatt-hours, million",415.3
Morocco,2016,"Kilowatt-hours, million",401
Morocco,2015,"Kilowatt-hours, million",6
Mozambique,2019,"Kilowatt-hours, million",30.585
Mozambique,2018,"Kilowatt-hours, million",1.156
Mozambique,2017,"Kilowatt-hours, million",1.539
Mozambique,2016,"Kilowatt-hours, million",1.6
Mozambique,2015,"Kilowatt-hours, million",1.1
Mozambique,2014,"Kilowatt-hours, million",1.2
Myanmar,2019,"Kilowatt-hours, million",81.06
Myanmar,2018,"Kilowatt-hours, million",14.1
Namibia,2020,"Kilowatt-hours, million",347
Namibia,2019,"Kilowatt-hours, million",41.162
Namibia,2018,"Kilowatt-hours, million",124
Namibia,2017,"Kilowatt-hours, million",30
Namibia,2016,"Kilowatt-hours, million",57
Namibia,2015,"Kilowatt-hours, million",39
Namibia,2014,"Kilowatt-hours, million",31
Namibia,2013,"Kilowatt-hours, million",27.14
Namibia,2012,"Kilowatt-hours, million",20.59
Namibia,2011,"Kilowatt-hours, million",13.67
Namibia,2010,"Kilowatt-hours, million",7.83
Namibia,2009,"Kilowatt-hours, million",6.77
Namibia,2008,"Kilowatt-hours, million",5.54
Namibia,2007,"Kilowatt-hours, million",4.54
Namibia,2006,"Kilowatt-hours, million",3.5
Namibia,2005,"Kilowatt-hours, million",2.96
Namibia,2004,"Kilowatt-hours, million",2.94
Namibia,2003,"Kilowatt-hours, million",2.9
Namibia,2002,"Kilowatt-hours, million",2.79
Nauru,2020,"Kilowatt-hours, million",1
Nauru,2019,"Kilowatt-hours, million",1
Nauru,2018,"Kilowatt-hours, million",1.18
Nauru,2017,"Kilowatt-hours, million",1.14
Nauru,2016,"Kilowatt-hours, million",0.34
Nauru,2015,"Kilowatt-hours, million",0.23
Nauru,2014,"Kilowatt-hours, million",0.1
Nauru,2013,"Kilowatt-hours, million",0.1
Nauru,2012,"Kilowatt-hours, million",0.1
Nauru,2011,"Kilowatt-hours, million",0.054
Nauru,2010,"Kilowatt-hours, million",0.048
Nauru,2009,"Kilowatt-hours, million",0.053
Nauru,2008,"Kilowatt-hours, million",0.1
Nauru,2007,"Kilowatt-hours, million",0.1
Nauru,2006,"Kilowatt-hours, million",0.1
Nepal,2019,"Kilowatt-hours, million",0.66
Nepal,2018,"Kilowatt-hours, million",0.683
Nepal,2017,"Kilowatt-hours, million",1
Nepal,2016,"Kilowatt-hours, million",1
Nepal,2015,"Kilowatt-hours, million",1
Netherlands,2019,"Kilowatt-hours, million",5335.455
Netherlands,2018,"Kilowatt-hours, million",3709.364
Netherlands,2017,"Kilowatt-hours, million",2207.583
Netherlands,2016,"Kilowatt-hours, million",1602
Netherlands,2015,"Kilowatt-hours, million",1108
Netherlands,2014,"Kilowatt-hours, million",726
Netherlands,2013,"Kilowatt-hours, million",410
Netherlands,2012,"Kilowatt-hours, million",191
Netherlands,2011,"Kilowatt-hours, million",104
Netherlands,2010,"Kilowatt-hours, million",56
Netherlands,2009,"Kilowatt-hours, million",45
Netherlands,2008,"Kilowatt-hours, million",39
Netherlands,2007,"Kilowatt-hours, million",37
Netherlands,2006,"Kilowatt-hours, million",36
Netherlands,2005,"Kilowatt-hours, million",35
Netherlands,2004,"Kilowatt-hours, million",34
Netherlands,2003,"Kilowatt-hours, million",26
Netherlands,2002,"Kilowatt-hours, million",17
Netherlands,2001,"Kilowatt-hours, million",12
Netherlands,2000,"Kilowatt-hours, million",8
Netherlands,1999,"Kilowatt-hours, million",5
Netherlands,1998,"Kilowatt-hours, million",4
Netherlands,1997,"Kilowatt-hours, million",3
Netherlands,1996,"Kilowatt-hours, million",2
Netherlands,1995,"Kilowatt-hours, million",2
Netherlands,1994,"Kilowatt-hours, million",1
Netherlands,1993,"Kilowatt-hours, million",1
Netherlands,1992,"Kilowatt-hours, million",1
Netherlands,1991,"Kilowatt-hours, million",1
New Caledonia,2020,"Kilowatt-hours, million",150.5
New Caledonia,2019,"Kilowatt-hours, million",116.1
New Caledonia,2018,"Kilowatt-hours, million",46.7
New Caledonia,2017,"Kilowatt-hours, million",27.7
New Caledonia,2016,"Kilowatt-hours, million",11.4
New Caledonia,2015,"Kilowatt-hours, million",6.63
New Caledonia,2014,"Kilowatt-hours, million",4.54
New Caledonia,2013,"Kilowatt-hours, million",4.67
New Caledonia,2012,"Kilowatt-hours, million",4.61
New Caledonia,2011,"Kilowatt-hours, million",4.15
New Caledonia,2010,"Kilowatt-hours, million",3.4
New Caledonia,2009,"Kilowatt-hours, million",0.6
New Caledonia,2008,"Kilowatt-hours, million",0.6
New Caledonia,2007,"Kilowatt-hours, million",0.6
New Zealand,2019,"Kilowatt-hours, million",127.536
New Zealand,2018,"Kilowatt-hours, million",100.352
New Zealand,2017,"Kilowatt-hours, million",77.112
New Zealand,2016,"Kilowatt-hours, million",57
New Zealand,2015,"Kilowatt-hours, million",37
New Zealand,2014,"Kilowatt-hours, million",18
New Zealand,2013,"Kilowatt-hours, million",7
New Zealand,2012,"Kilowatt-hours, million",5
New Zealand,2011,"Kilowatt-hours, million",4
New Zealand,2010,"Kilowatt-hours, million",4
New Zealand,2009,"Kilowatt-hours, million",4
New Zealand,2008,"Kilowatt-hours, million",3
New Zealand,2007,"Kilowatt-hours, million",3
Nicaragua,2019,"Kilowatt-hours, million",24.404
Nicaragua,2018,"Kilowatt-hours, million",24
Nicaragua,2017,"Kilowatt-hours, million",14
Nicaragua,2016,"Kilowatt-hours, million",2
Nicaragua,2015,"Kilowatt-hours, million",2
Nicaragua,2014,"Kilowatt-hours, million",1
Nicaragua,2013,"Kilowatt-hours, million",1
Niger,2019,"Kilowatt-hours, million",32.7
Niger,2018,"Kilowatt-hours, million",32.7
Niger,2017,"Kilowatt-hours, million",14.7
Niger,2016,"Kilowatt-hours, million",13.1
Niger,2015,"Kilowatt-hours, million",11.4
Niger,2014,"Kilowatt-hours, million",9.8
Niger,2013,"Kilowatt-hours, million",8.2
Niger,2012,"Kilowatt-hours, million",6.5
Niger,2011,"Kilowatt-hours, million",4.9
Niger,2010,"Kilowatt-hours, million",3.4
Niger,2009,"Kilowatt-hours, million",2
Niger,2008,"Kilowatt-hours, million",2
Niger,2007,"Kilowatt-hours, million",1.8
Niger,2006,"Kilowatt-hours, million",1.8
Niger,2005,"Kilowatt-hours, million",1.6
Niger,2004,"Kilowatt-hours, million",1.3
Niger,2003,"Kilowatt-hours, million",1.1
Niger,2002,"Kilowatt-hours, million",1
Niger,2001,"Kilowatt-hours, million",1
Niger,2000,"Kilowatt-hours, million",0.8
Nigeria,2019,"Kilowatt-hours, million",41.296
Nigeria,2018,"Kilowatt-hours, million",28.189
Nigeria,2017,"Kilowatt-hours, million",27.945
Nigeria,2016,"Kilowatt-hours, million",27
Nigeria,2015,"Kilowatt-hours, million",24
Nigeria,2014,"Kilowatt-hours, million",22
Nigeria,2013,"Kilowatt-hours, million",22
Nigeria,2012,"Kilowatt-hours, million",21
Niue,2020,"Kilowatt-hours, million",0.49
Niue,2019,"Kilowatt-hours, million",0.48
Niue,2018,"Kilowatt-hours, million",0.469
Niue,2017,"Kilowatt-hours, million",0.07
Niue,2016,"Kilowatt-hours, million",0.07
Niue,2015,"Kilowatt-hours, million",0.066666667
Niue,2014,"Kilowatt-hours, million",0.066666667
Niue,2013,"Kilowatt-hours, million",0.066666667
Niue,2012,"Kilowatt-hours, million",0.064444444
Niue,2011,"Kilowatt-hours, million",0.068611111
Niue,2010,"Kilowatt-hours, million",0.066944444
Niue,2009,"Kilowatt-hours, million",0
North Macedonia,2019,"Kilowatt-hours, million",23.225
North Macedonia,2018,"Kilowatt-hours, million",22.788
North Macedonia,2017,"Kilowatt-hours, million",23.751
North Macedonia,2016,"Kilowatt-hours, million",23.699
North Macedonia,2015,"Kilowatt-hours, million",22.599
North Macedonia,2014,"Kilowatt-hours, million",14.383
North Macedonia,2013,"Kilowatt-hours, million",9.051
North Macedonia,2012,"Kilowatt-hours, million",2.836
North Macedonia,2011,"Kilowatt-hours, million",1.173
Northern Mariana Islands,2020,"Kilowatt-hours, million",3
Norway,2019,"Kilowatt-hours, million",12.842
Norway,2018,"Kilowatt-hours, million",2.317
Oman,2019,"Kilowatt-hours, million",16.555
Oman,2018,"Kilowatt-hours, million",15.712
Oman,2017,"Kilowatt-hours, million",15.56
Oman,2016,"Kilowatt-hours, million",4.196
Oman,2015,"Kilowatt-hours, million",4.175
Oman,2014,"Kilowatt-hours, million",1.326
Oman,2013,"Kilowatt-hours, million",1.326
Pakistan,2020,"Kilowatt-hours, million",708
Pakistan,2019,"Kilowatt-hours, million",716
Pakistan,2018,"Kilowatt-hours, million",714
Pakistan,2017,"Kilowatt-hours, million",654
Pakistan,2016,"Kilowatt-hours, million",207
Palau,2020,"Kilowatt-hours, million",2
Palau,2019,"Kilowatt-hours, million",2
Palau,2018,"Kilowatt-hours, million",2
Palau,2017,"Kilowatt-hours, million",0.23
Palau,2016,"Kilowatt-hours, million",0.23
Panama,2020,"Kilowatt-hours, million",318.1
Panama,2019,"Kilowatt-hours, million",294.8
Panama,2018,"Kilowatt-hours, million",232.6
Panama,2017,"Kilowatt-hours, million",155.9
Panama,2016,"Kilowatt-hours, million",71.4
Panama,2015,"Kilowatt-hours, million",16.3
Panama,2014,"Kilowatt-hours, million",1.3
Papua New Guinea,2020,"Kilowatt-hours, million",2
Papua New Guinea,2019,"Kilowatt-hours, million",2
Papua New Guinea,2018,"Kilowatt-hours, million",2
Papua New Guinea,2017,"Kilowatt-hours, million",1.73
Papua New Guinea,2016,"Kilowatt-hours, million",1.78
Papua New Guinea,2015,"Kilowatt-hours, million",1.27
Papua New Guinea,2014,"Kilowatt-hours, million",0.49
Papua New Guinea,2013,"Kilowatt-hours, million",0.49
Papua New Guinea,2012,"Kilowatt-hours, million",0.49
Papua New Guinea,2011,"Kilowatt-hours, million",0.49
Papua New Guinea,2010,"Kilowatt-hours, million",0.49
Papua New Guinea,2009,"Kilowatt-hours, million",0.49
Papua New Guinea,2008,"Kilowatt-hours, million",0.49
Papua New Guinea,2007,"Kilowatt-hours, million",0.49
Papua New Guinea,2006,"Kilowatt-hours, million",0.49
Papua New Guinea,2005,"Kilowatt-hours, million",0.49
Papua New Guinea,2004,"Kilowatt-hours, million",0.49
Papua New Guinea,2003,"Kilowatt-hours, million",0.46
Papua New Guinea,2002,"Kilowatt-hours, million",0.46
Papua New Guinea,2001,"Kilowatt-hours, million",0.46
Peru,2019,"Kilowatt-hours, million",832.851
Peru,2018,"Kilowatt-hours, million",797
Peru,2017,"Kilowatt-hours, million",330
Peru,2016,"Kilowatt-hours, million",241
Peru,2015,"Kilowatt-hours, million",230
Peru,2014,"Kilowatt-hours, million",199
Peru,2013,"Kilowatt-hours, million",196.9
Peru,2012,"Kilowatt-hours, million",59.7
Peru,2011,"Kilowatt-hours, million",0
Peru,2010,"Kilowatt-hours, million",0
Philippines,2020,"Kilowatt-hours, million",1372.6
Philippines,2019,"Kilowatt-hours, million",1246.1
Philippines,2018,"Kilowatt-hours, million",1249.1
Philippines,2017,"Kilowatt-hours, million",1201.2
Philippines,2016,"Kilowatt-hours, million",1097
Philippines,2015,"Kilowatt-hours, million",138.5
Philippines,2014,"Kilowatt-hours, million",16.5
Philippines,2013,"Kilowatt-hours, million",1.4
Philippines,2012,"Kilowatt-hours, million",1.3
Philippines,2011,"Kilowatt-hours, million",1.2
Philippines,2010,"Kilowatt-hours, million",1.3
Philippines,2009,"Kilowatt-hours, million",1.3
Philippines,2008,"Kilowatt-hours, million",1.3041
Philippines,2007,"Kilowatt-hours, million",1.3094
Philippines,2006,"Kilowatt-hours, million",1
Poland,2019,"Kilowatt-hours, million",710.673
Poland,2018,"Kilowatt-hours, million",300.488
Poland,2017,"Kilowatt-hours, million",165.463
Poland,2016,"Kilowatt-hours, million",124
Poland,2015,"Kilowatt-hours, million",57
Poland,2014,"Kilowatt-hours, million",7
Poland,2013,"Kilowatt-hours, million",1
Poland,2012,"Kilowatt-hours, million",1
Portugal,2019,"Kilowatt-hours, million",1342.252
Portugal,2018,"Kilowatt-hours, million",1005.897
Portugal,2017,"Kilowatt-hours, million",991.546
Portugal,2016,"Kilowatt-hours, million",870
Portugal,2015,"Kilowatt-hours, million",796
Portugal,2014,"Kilowatt-hours, million",627
Portugal,2013,"Kilowatt-hours, million",479
Portugal,2012,"Kilowatt-hours, million",393
Portugal,2011,"Kilowatt-hours, million",280
Portugal,2010,"Kilowatt-hours, million",211
Portugal,2009,"Kilowatt-hours, million",160
Portugal,2008,"Kilowatt-hours, million",41
Portugal,2007,"Kilowatt-hours, million",24
Portugal,2006,"Kilowatt-hours, million",5
Portugal,2005,"Kilowatt-hours, million",3
Portugal,2004,"Kilowatt-hours, million",3
Portugal,2003,"Kilowatt-hours, million",3
Portugal,2002,"Kilowatt-hours, million",2
Portugal,2001,"Kilowatt-hours, million",1
Portugal,2000,"Kilowatt-hours, million",1
Portugal,1999,"Kilowatt-hours, million",1
Portugal,1998,"Kilowatt-hours, million",1
Portugal,1997,"Kilowatt-hours, million",1
Portugal,1996,"Kilowatt-hours, million",1
Portugal,1995,"Kilowatt-hours, million",1
Portugal,1994,"Kilowatt-hours, million",1
Portugal,1993,"Kilowatt-hours, million",1
Portugal,1992,"Kilowatt-hours, million",1
Portugal,1991,"Kilowatt-hours, million",1
Portugal,1990,"Kilowatt-hours, million",1
Puerto Rico,2020,"Kilowatt-hours, million",259.4
Puerto Rico,2019,"Kilowatt-hours, million",242
Puerto Rico,2018,"Kilowatt-hours, million",80.8
Puerto Rico,2017,"Kilowatt-hours, million",159
Puerto Rico,2016,"Kilowatt-hours, million",117.9
Puerto Rico,2015,"Kilowatt-hours, million",94
Puerto Rico,2014,"Kilowatt-hours, million",48.4
Puerto Rico,2013,"Kilowatt-hours, million",39.9
Puerto Rico,2012,"Kilowatt-hours, million",17.7
Puerto Rico,2011,"Kilowatt-hours, million",0.8
Puerto Rico,2010,"Kilowatt-hours, million",0.8
Puerto Rico,2009,"Kilowatt-hours, million",0.8
Republic of Moldova,2019,"Kilowatt-hours, million",1
Republic of Moldova,2018,"Kilowatt-hours, million",1
Republic of Moldova,2017,"Kilowatt-hours, million",2
Republic of Moldova,2016,"Kilowatt-hours, million",2
Republic of Moldova,2015,"Kilowatt-hours, million",2
Republic of Moldova,2014,"Kilowatt-hours, million",1
Romania,2019,"Kilowatt-hours, million",1777.615
Romania,2018,"Kilowatt-hours, million",1771.027
Romania,2017,"Kilowatt-hours, million",1855.674
Romania,2016,"Kilowatt-hours, million",1820
Romania,2015,"Kilowatt-hours, million",1982
Romania,2014,"Kilowatt-hours, million",1616
Romania,2013,"Kilowatt-hours, million",420
Romania,2012,"Kilowatt-hours, million",8
Romania,2011,"Kilowatt-hours, million",1
Romania,2010,"Kilowatt-hours, million",0
Romania,2009,"Kilowatt-hours, million",0
Romania,2008,"Kilowatt-hours, million",0
Romania,2007,"Kilowatt-hours, million",0
Russia,2019,"Kilowatt-hours, million",1279.42
Russia,2018,"Kilowatt-hours, million",719.945
Russia,2017,"Kilowatt-hours, million",557.508
Russia,2016,"Kilowatt-hours, million",462
Russia,2015,"Kilowatt-hours, million",335
Russia,2014,"Kilowatt-hours, million",160
Rwanda,2020,"Kilowatt-hours, million",18.1
Rwanda,2019,"Kilowatt-hours, million",17.7
Rwanda,2018,"Kilowatt-hours, million",18.1
Rwanda,2017,"Kilowatt-hours, million",16.9
Rwanda,2016,"Kilowatt-hours, million",14.5
Rwanda,2015,"Kilowatt-hours, million",13.9
Rwanda,2014,"Kilowatt-hours, million",5.03
Rwanda,2013,"Kilowatt-hours, million",0.14
Rwanda,2012,"Kilowatt-hours, million",0.31
Rwanda,2011,"Kilowatt-hours, million",0.3
Rwanda,2010,"Kilowatt-hours, million",0.3
Rwanda,2009,"Kilowatt-hours, million",0.4
Rwanda,2008,"Kilowatt-hours, million",0.3
Rwanda,2007,"Kilowatt-hours, million",0.12
Rwanda,2006,"Kilowatt-hours, million",0
Rwanda,2005,"Kilowatt-hours, million",0
Rwanda,2004,"Kilowatt-hours, million",0
Rwanda,2003,"Kilowatt-hours, million",0
Rwanda,2002,"Kilowatt-hours, million",0
Samoa,2020,"Kilowatt-hours, million",24.17
